Código,Categoria,ANO,MÊS,MATRÍCULA,DATA DE LEITURA,NÚMERO DO HIDRÔMETRO,NOMENCLATURA UFSC (H000),CONCESSIONÁRIA,CIDADE,CONTAS - LOCALIZAÇÃO,ECON.RESIDENCIAL (unidade),ECON. COMERCIAL (unidade),ECON. INDUSTRIAL (unidade),ECON. PÚBLICA (unidade),Total de Economias,Leitura Anterior ,Leitura Atual,VOLUME MENSAL CONSUMIDO (m³),VOLUME MENSAL FATURADO (m³),OCORRÊNCIAS,ANORMALIDADE,ÁGUA (R$),ESGOTO (R$),DESCONTOS (R$),OUTROS (R$),MULTAS/JUROS (R$),VALOR (R$),Verificação,Diferença
H088 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,2294605.0,2018-01-18,Y11C073654,H088,CASAN,Florianópolis,Casa Vida e Saúde,,,,1.0,1,51.0,52.0,1.0,10.0,Mínimo,,62.27,62.27,-11.78,,,112.76,112.76,0
H089 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,2347660.0,2018-01-20,B10C016433,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",,,,1.0,1,20792.0,20957.0,165.0,165.0,Informado,,1663.89,1663.89,-314.47,,,3013.31,3013.3100000000004,0
H090 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,2347679.0,2018-01-20,A15C030480,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",,,,1.0,1,387.0,388.0,1.0,10.0,Informado,,62.27,62.27,-11.78,,,112.76,112.76,0
H100 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,2134608.0,2018-01-18,C13S011801,H100,ÁGUAS DE JOINVILLE,Joinville,R. Pres. Prud. De Moraes - Joinville,,,,1.0,1,3658.0,3694.0,36.0,36.0,Lido,,245.69,196.55,-20.56,,,421.68,421.68,0
H101 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,2141582.0,2018-01-18,Y10S819731,H101,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 108 - Joinville",,,,1.0,1,327.0,319.0,-8.0,10.0,Informado,,48.35,38.68,-8.23,,,78.8,78.8,0
H102 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,2278022.0,2018-01-18,A150001495,H102,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (1) - Joinville,,,,1.0,1,3795.0,3872.0,77.0,77.0,Lido,,556.88,445.5,-46.61,,,955.77,955.77,0
H104 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,7876009.0,2018-01-18,Y11G512276,H104,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 200 - Joinville",,,,1.0,1,1270.0,1296.0,26.0,26.0,Lido,,169.79,135.83,-14.22,,,291.4,291.4,0
H105 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,8686432.0,2018-01-18,A17S007631,H105,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (2) - Joinville,,,,1.0,1,10.0,10.0,0.0,10.0,Informado,,48.35,36.68,-4.05,,2.0,82.98,82.98,0
H106 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,14948508.0,2018-01-18,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,,,,1.0,1,1380.0,1400.0,20.0,20.0,Lido,,165.6,,-15.66,,,149.94,149.94,0
H107 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,2131650.0,2018-01-18,A12G092144,H107,ÁGUAS DE JOINVILLE,Joinville,"R. João Colin, 2728",,,,1.0,1,231.0,234.0,3.0,10.0,Mínimo,,48.35,36.68,-4.05,,2.0,82.98,82.98,0
H200 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,15431797.0,2018-01-15,B17C003784,H200,CASAN,Curitibanos,Curitibanos CEDUP,,,,1.0,1,214.0,262.0,48.0,48.0,Lido,,454.92,,-43.0,,,411.92,411.92,0
H300 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,196916.0,2018-01-30,A15L279126,H300,SAMAE Araranguá,Araranguá,Mato Alto,,,,1.0,1,781.0,812.0,31.0,31.0,Lido,,239.57,,,,,239.57,239.57,0
H301 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,1040430.0,,1040430122016001,H301,SAMAE Araranguá,Araranguá,Mato Alto - Campo de Futebol,,,,,0,,529.0,529.0,10.0,,,,,,,,,0.0,0
H400 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,89548.0,2018-01-03,Y10N450699,H400,SAMAE Blumenau,Blumenau,"R. Pomerode, 710 - Blumenau",,,,1.0,1,2097.0,2114.0,17.0,17.0,Lido,,110.12,,,,,110.12,110.12,0
H401 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,38988.0,2018-01-15,A12S141289,H401,SAMAE Blumenau,Blumenau,"R. João Pessoa, 2746 - Blumenau",,,,1.0,1,2810.0,2818.0,8.0,8.0,Informado,,469.38,33.46,-4.2,,28.18,526.82,526.8199999999999,0
H108 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,,,A15B040774,H108,Condomínio Perini,Joinville - Perini B. P.,Bloco O,,,,1.0,1,,,,,,,,,,,,,0.0,0
H109 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,,,F17B900021,H109,Condomínio Perini,Joinville - Perini B. P.,R.U. Comum,,,,1.0,1,,,,,,,,,,,,,0.0,0
H110 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,,,F17B900028,H110,Condomínio Perini,Joinville - Perini B. P.,R.U. Cozinha,,,,1.0,1,,,,,,,,,,,,,0.0,0
H111 2018 Janeiro,Medidor faturado pela UFSC,2018,Janeiro,,,C16UB020205,H111,Condomínio Perini,Joinville - Perini B. P.,Bloco U,,,,1.0,1,,,,,,,,,,,,,0.0,0
