Código,Categoria,ANO,MÊS,MATRÍCULA,CAMPUS,NÚMERO DO HIDRÔMETRO,NOMENCLATURA UFSC (H000),CONCESSIONÁRIA,CIDADE,CONTAS - LOCALIZAÇÃO,Público,Residencial,Comercial,Industrial,Total de Economias,Leitura Anterior,Leitura Atual,VOLUME MENSAL CONSUMIDO (m³),VOLUME MENSAL FATURADO (m³),OCORRÊNCIAS,ANORMALIDADE,ÁGUA (R$),ESGOTO (R$),DESCONTOS (R$),OUTROS (R$),MULTAS/ JUROS (R$),VALOR (R$),Verificação,Diferença
H017 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,5516.0,5925.0,409.0,409.0,Lido,0,4482.87,4482.87,-847.27,0.0,0.0,8118.47,8118.469999999999,0.0
H018 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,2807.0,2851.0,44.0,44.0,Médio,0,443.02,443.02,-83.73,0.0,0.0,802.31,802.31,0.0
H019 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,5325.0,5414.0,89.0,89.0,Lido,0,897.1,897.1,-169.55,0.0,0.0,1624.65,1624.65,0.0
H020 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,9212.0,9416.0,204.0,204.0,Informado,0,2213.91,2213.91,-418.43,0.0,0.0,4009.39,4009.39,0.0
H021 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,4436.0,4585.0,149.0,149.0,Médio,0,1561.18,1561.18,-295.06,0.0,0.0,2827.3,2827.3,0.0
H023 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296934.0,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1.0,0.0,0.0,0.0,1.0,10024.0,10210.0,186.0,186.0,0,0,2014.69,2014.69,-380.77,0.0,0.0,3648.61,3648.61,0.0
H024 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296926.0,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,20.0,0,0,133.4,133.4,-25.21,0.0,0.0,241.59,241.59,0.0
H025 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296900.0,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1.0,0.0,0.0,0.0,1.0,26455.0,27063.0,608.0,608.0,0,0,6685.42,6685.42,-1263.55,0.0,0.0,12107.29,12107.29,0.0
H026 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,9912770.0,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1.0,0.0,0.0,0.0,1.0,405.0,444.0,39.0,39.0,0,0,387.67,387.67,-73.27,0.0,0.0,702.07,702.07,0.0
H027 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,16701186.0,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1.0,0.0,0.0,0.0,1.0,49371.0,50172.0,801.0,801.0,0,0,8821.57,8821.57,-1667.27,0.0,0.0,15975.87,15975.869999999999,0.0
H028 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,6205615.0,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,0,0,66.7,66.7,-12.6,0.0,0.0,120.8,120.80000000000001,0.0
H029 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,7297220.0,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1.0,0.0,0.0,0.0,1.0,2053.0,2056.0,3.0,10.0,0,0,66.7,66.7,-12.6,0.0,0.0,120.8,120.80000000000001,0.0
H030 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296276.0,Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0.0,30.0,0.0,0.0,30.0,14699.0,15547.0,848.0,848.0,0,0,6220.96,6220.96,-1175.76,0.0,0.0,11266.16,11266.16,0.0
H032 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296659.0,Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1.0,0.0,0.0,0.0,1.0,12630.0,12958.0,328.0,328.0,0,0,3586.36,3586.36,-677.82,0.0,0.0,6494.9,6494.900000000001,0.0
H033 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296667.0,Trindade,B10C014063,H033,CASAN,Florianópolis - Trindade,"CTC - Salas de Aula, Eng. Elétrica, Produção - CTC 1 ao 5, ",1.0,0.0,1.0,0.0,2.0,851.0,1065.0,214.0,214.0,0,0,2443.34,2443.34,-461.79,0.0,0.0,4424.89,4424.89,0.0
H034 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,8416621.0,Trindade,B10C014069,H034,CASAN,Florianópolis - Trindade,CTC - Eng. Sanitária e Amb. - CTC 12 e 37,1.0,0.0,0.0,0.0,1.0,10538.0,10756.0,218.0,218.0,0,0,2368.86,2368.86,-447.72,0.0,0.0,4290.0,4290.0,0.0
H035 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296845.0,Trindade,B10C022164,H035,CASAN,Florianópolis - Trindade,CTC - Eng. Elétrica INEP - CTC 06,1.0,0.0,0.0,0.0,1.0,178.0,191.0,13.0,13.0,0,0,99.9,99.9,-18.88,0.0,0.0,180.92,180.92000000000002,0.0
H037 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,6435548.0,Trindade,Y13F347112,H037,CASAN,Florianópolis - Trindade,"CTC - Eng. Mecânica - CTC 9, 10 e 37",1.0,0.0,0.0,1.0,2.0,8208.0,8364.0,156.0,156.0,0,0,1638.66,1638.66,-309.7,0.0,0.0,2967.62,2967.6200000000003,0.0
H038 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296683.0,Trindade,B10C014806,H038,CASAN,Florianópolis - Trindade,CTC - Eng. Mecânica CTC 11 Bloco B (Pavilhão) e CTC 31 INE,1.0,0.0,0.0,0.0,1.0,1056.0,1573.0,517.0,517.0,0,0,5678.23,5678.23,-1073.18,0.0,0.0,10283.28,10283.279999999999,0.0
H040 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296691.0,Trindade,C11C000642,H040,CASAN,Florianópolis - Trindade,Reitoria I,1.0,0.0,0.0,0.0,1.0,35846.0,36199.0,353.0,353.0,0,0,3863.06,3863.06,-730.11,0.0,0.0,6996.01,6996.01,0.0
H041 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296810.0,Trindade,C11C010608,H041,CASAN,Florianópolis - Trindade,CCE 1  Básico,1.0,0.0,1.0,0.0,2.0,12968.0,13124.0,156.0,156.0,0,0,1718.6,1718.6,-324.82,0.0,0.0,3112.38,3112.3799999999997,0.0
H042 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296802.0,Trindade,C11C001909,H042,CASAN,Florianópolis - Trindade,CCE 2  R. Eng. Andrey C. Ferreira,1.0,0.0,0.0,0.0,1.0,0.0,9336.0,9336.0,49.0,0,0,498.36,498.36,-94.19,0.0,0.0,902.53,902.53,0.0
H043 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,6816860.0,Trindade,A94S171408,H043,CASAN,Florianópolis - Trindade,Casa de Veg.  Depto. de Microbiologia,1.0,0.0,0.0,0.0,1.0,888.0,891.0,3.0,10.0,0,0,66.7,66.7,-12.6,0.0,0.0,120.8,120.80000000000001,0.0
H044 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296896.0,Trindade,C11C001908,H044,CASAN,Florianópolis - Trindade,CFM Oceanografia e entorno,1.0,0.0,0.0,0.0,1.0,3226.0,3407.0,181.0,181.0,0,0,1959.35,1959.35,-370.32,0.0,0.0,3548.38,3548.3799999999997,0.0
H045 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296772.0,Trindade,,H045,CASAN,Florianópolis - Trindade,"Museologia e MArquE (MU01, MU10 e CFH09)",1.0,0.0,0.0,0.0,1.0,1206.0,1282.0,76.0,76.0,0,0,797.19,797.19,-150.66,0.0,0.0,1443.72,1443.72,0.0
H046 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296780.0,Trindade,B10C017966,H046,CASAN,Florianópolis - Trindade,CCB Botânica,1.0,0.0,0.0,0.0,1.0,5213.0,5357.0,144.0,144.0,0,0,1549.83,1549.83,-292.92,0.0,0.0,2806.74,2806.74,0.0
H047 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296837.0,Trindade,C11C009598,H047,CASAN,Florianópolis - Trindade,NDI e MArquE,1.0,0.0,0.0,0.0,1.0,7853.0,8011.0,158.0,158.0,0,0,1704.78,1704.78,-322.21,0.0,0.0,3087.35,3087.35,0.0
H048 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296764.0,Trindade,C11C001910,H048,CASAN,Florianópolis - Trindade,Centro de Filosofia e Humanas 1,1.0,0.0,0.0,0.0,1.0,26693.0,26923.0,230.0,230.0,0,0,2501.68,2501.68,-472.81,0.0,0.0,4530.55,4530.549999999999,0.0
H049 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,9197478.0,Trindade,B10C019220,H049,CASAN,Florianópolis - Trindade,Centro de Educação 1,1.0,0.0,0.0,0.0,1.0,1759.0,2017.0,258.0,258.0,0,0,2811.59,2811.59,-531.39,0.0,0.0,5091.79,5091.79,0.0
H050 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296748.0,Trindade,A13C020929,H050,CASAN,Florianópolis - Trindade,Centro de Educação 2,1.0,0.0,0.0,0.0,1.0,495.0,670.0,175.0,175.0,0,0,1892.94,1892.94,-357.77,0.0,0.0,3428.11,3428.11,0.0
H051 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296756.0,Trindade,A13C043944,H051,CASAN,Florianópolis - Trindade,Centro de Convivência,1.0,0.0,4.0,0.0,5.0,1040.0,1090.0,50.0,50.0,0,0,333.5,333.5,-63.04,0.0,0.0,603.96,603.96,0.0
H053 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296713.0,Trindade,C11C010440,H053,CASAN,Florianópolis - Trindade,"Centro de Eventos, NUMA, Editora UFSC, EGC",1.0,0.0,0.0,0.0,1.0,10430.0,10863.0,433.0,433.0,0,0,4748.51,4748.51,-897.47,0.0,0.0,8599.55,8599.550000000001,0.0
H054 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,6923020.0,Trindade,B17C002561,H054,CASAN,Florianópolis - Trindade,Arquitetura e Urbanismo,1.0,0.0,0.0,0.0,1.0,9518.0,9605.0,87.0,87.0,0,0,918.94,918.94,-173.69,0.0,0.0,1664.19,1664.19,0.0
H055 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296705.0,Trindade,G15AA00021,H055,CASAN,Florianópolis - Trindade,Centro de Desportos,1.0,0.0,1.0,0.0,2.0,357.0,909.0,552.0,552.0,0,0,6666.81,6666.81,-1260.03,0.0,0.0,12073.59,12073.59,0.0
H056 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296721.0,Trindade,E11C000742,H056,CASAN,Florianópolis - Trindade,Restaurante Universitário 2,1.0,0.0,1.0,0.0,2.0,65648.0,66972.0,1324.0,1324.0,0,0,16313.34,16313.34,-3083.22,0.0,0.0,29543.46,29543.46,0.0
H057 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2297108.0,Trindade,A95L322012,H057,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária - Oficina, Serralheria e Mecânica (PU11)",1.0,0.0,0.0,0.0,1.0,109.0,156.0,47.0,47.0,0,0,476.22,0.0,-45.01,0.0,0.0,431.21,431.21000000000004,0.0
H058 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,9611070.0,Trindade,C11C005856,H058,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 2 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,931.0,1138.0,207.0,207.0,0,0,2247.12,2247.12,-424.7,0.0,0.0,4069.54,4069.54,0.0
H059 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296675.0,Trindade,A13C020930,H059,CASAN,Florianópolis - Trindade,CTC - Setic e Almoxarifado (CTC 8 e 14),1.0,0.0,0.0,0.0,1.0,1685.0,1701.0,16.0,16.0,0,0,133.11,133.11,-25.16,0.0,0.0,241.06,241.06000000000003,0.0
H060 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,5329663.0,Trindade,A13C021299,H060,CASAN,Florianópolis - Trindade,Reitoria II,1.0,0.0,0.0,0.0,1.0,1809.0,1981.0,172.0,172.0,0,0,1859.73,1859.73,-351.48,0.0,0.0,3367.98,3367.98,0.0
H061 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2296870.0,Trindade,B10C013871,H061,CASAN,Florianópolis - Trindade,CCB Anatômico,1.0,0.0,1.0,0.0,2.0,739.0,781.0,42.0,42.0,0,0,376.9,376.9,-71.23,0.0,0.0,682.57,682.5699999999999,0.0
H062 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,15023672.0,Trindade,C11C010415,H062,CASAN,Florianópolis - Trindade,CFM  Bloco EFI,1.0,0.0,0.0,0.0,1.0,9110.0,9529.0,419.0,419.0,0,0,4593.55,4593.55,-868.18,0.0,0.0,8318.92,8318.92,0.0
H066 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,17091764.0,Trindade,F11C000153,H066,CASAN,Florianópolis - Trindade,"CCB - Blocos E, F e G e Biotério (BIC 12)",1.0,0.0,0.0,0.0,1.0,308.0,358.0,50.0,50.0,0,0,509.42,0.0,-48.13,0.0,0.0,461.29,461.29,0.0
H072 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2297167.0,CCA - Itacorubi,B10C017343,H072,CASAN,Florianópolis - Outros,CCA 1,1.0,0.0,0.0,0.0,1.0,13929.0,14021.0,92.0,92.0,0,0,974.28,0.0,-92.07,0.0,0.0,882.21,882.21,0.0
H073 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2297175.0,CCA - Itacorubi,A05S578217,H073,CASAN,Florianópolis - Outros,CCA  Estação Experimental de Aquicultura,1.0,0.0,0.0,0.0,1.0,137.0,199.0,62.0,62.0,0,0,642.24,0.0,-60.69,0.0,0.0,581.55,581.55,0.0
H074 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2297183.0,CCA - Itacorubi,C11C010252,H074,CASAN,Florianópolis - Outros,CCA 2,1.0,0.0,0.0,0.0,1.0,11065.0,11956.0,891.0,891.0,0,0,9817.7,0.0,-927.78,0.0,0.0,8889.92,8889.92,0.0
H076 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2297361.0,CCA - Cidade das Abelhas ,A10C001421,H076,CASAN,Florianópolis - Outros,"Cidade das Abelhas  Rod. Virgílio Várzea, 2600",1.0,0.0,0.0,0.0,1.0,24.0,34.0,10.0,10.0,0,0,66.7,0.0,-6.3,0.0,0.0,60.4,60.400000000000006,0.0
H081 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2295652.0,SEAD - TV UFSC,B17C002628,H081,CASAN,Florianópolis - Outros,Rua Presidente Coutinho,1.0,0.0,0.0,0.0,1.0,3933.0,4034.0,101.0,101.0,0,0,1073.9,1073.9,-202.96,0.0,0.0,1944.84,1944.8400000000001,0.0
H082 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,5716594.0,CCA - Tapera,C11C010040,H082,CASAN,Florianópolis - Outros,CCA Tapera - Fazenda Experimental da Ressacada,1.0,0.0,0.0,0.0,1.0,7596.0,8202.0,606.0,606.0,0,0,6663.29,0.0,-629.68,0.0,0.0,6033.61,6033.61,0.0
H083 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,6997937.0,Casa da Arte,A16S368708,H083,CASAN,Florianópolis - Outros,Casa da Arte,1.0,0.0,0.0,0.0,1.0,185.0,196.0,11.0,11.0,0,0,77.77,77.77,-14.71,0.0,0.0,140.83,140.82999999999998,0.0
H084 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,9197419.0,CCA - Barra da Lagoa - EMEB-AQI,B11C024230,H084,CASAN,Florianópolis - Outros,LMM Área de produção,1.0,0.0,0.0,0.0,1.0,14786.0,15108.0,322.0,322.0,0,0,3519.95,3519.95,-665.28,0.0,0.0,6374.62,6374.62,0.0
H085 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,12791172.0,SECARTE - Praia do Forte,Y11C048501,H085,CASAN,Florianópolis - Outros,Fortaleza de São José da Ponta Grossa,1.0,0.0,0.0,0.0,1.0,636.0,649.0,13.0,13.0,0,0,99.9,0.0,-9.45,0.0,0.0,90.45,90.45,0.0
H086 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,12799408.0,UFSC  Jurerê,Y11C056745,H086,CASAN,Florianópolis - Outros,UFSC  Jurerê,1.0,0.0,0.0,0.0,1.0,222.0,225.0,3.0,10.0,0,0,66.7,0.0,-6.3,0.0,0.0,60.4,60.400000000000006,0.0
H087 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,13018540.0,UFSC  Sambaqui,A06S080329,H087,CASAN,Florianópolis - Outros,UFSC  Sambaqui,1.0,0.0,0.0,0.0,1.0,131.0,173.0,42.0,42.0,0,0,420.88,0.0,-39.78,0.0,0.0,381.1,381.1,0.0
H088 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2294605.0,Casa Vida e Saúde,Y11C073654,H088,CASAN,Florianópolis - Outros,Casa Vida e Saúde,1.0,0.0,0.0,0.0,1.0,79.0,80.0,1.0,10.0,0,0,66.7,66.7,-12.6,0.0,0.0,120.8,120.80000000000001,0.0
H089 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2347660.0,CCA - Barra da Lagoa - EMEB-AQI,B17C007633,H089,CASAN,Florianópolis - Outros,"LAPOM, LAPMAR, LCM, LCA",1.0,0.0,0.0,0.0,1.0,6922.0,7119.0,197.0,197.0,0,0,2136.43,2136.43,-403.79,0.0,0.0,3869.07,3869.0699999999997,0.0
H090 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,2347679.0,CCA - Barra da Lagoa - EMEB-AQI,A15C030480,H090,CASAN,Florianópolis - Outros,"LMM - Guarita, convivência, oficina e escritórios",1.0,0.0,0.0,0.0,1.0,52.0,58.0,6.0,10.0,0,0,66.7,66.7,-12.6,0.0,0.0,120.8,120.80000000000001,0.0
H106 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,14948508.0,CCA - Araquari - Barra do Sul,B11C061116,H106,CASAN,Araquari,Fazenda UFSC/Yakult - Lab. de Camarões Marinhos,1.0,0.0,0.0,0.0,1.0,2018.0,2054.0,36.0,36.0,0,0,354.47,0.0,-33.48,0.0,0.0,320.99,320.99,0.0
H108 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,0.0,Joinville - Perini B. P.,A15B040774,H108,Condomínio Perini,Joinville,Bloco U - RU LAV,1.0,0.0,0.0,0.0,1.0,1378.0,1512.0,134.0,134.0,0,0,1097.46,877.97,0.0,0.0,0.0,1975.43,1975.43,0.0
H109 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,0.0,Joinville - Perini B. P.,F17B900021,H109,Condomínio Perini,Joinville,Bloco O - O1,1.0,0.0,0.0,0.0,1.0,1172.0,1295.0,123.0,123.0,0,0,1007.37,805.9,0.0,0.0,0.0,1813.27,1813.27,0.0
H110 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,0.0,Joinville - Perini B. P.,F17B900028,H110,Condomínio Perini,Joinville,Bloco U - RU,1.0,0.0,0.0,0.0,1.0,2436.0,2641.0,205.0,205.0,0,0,1678.95,1343.16,0.0,0.0,0.0,3022.11,3022.11,0.0
H111 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,0.0,Joinville - Perini B. P.,C16UB020205,H111,Condomínio Perini,Joinville,Bloco U - U,1.0,0.0,0.0,0.0,1.0,1681.0,1996.0,315.0,315.0,0,0,2579.85,2063.88,0.0,0.0,0.0,4643.73,4643.73,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H200 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,15431797.0,Centro,B17C003784,H200,CASAN,Curitibanos,Curitibanos CEDUP,1.0,0.0,0.0,0.0,1.0,2783.0,2907.0,124.0,124.0,Lido,0,1328.46,0.0,-127.59,0.0,21.69,1222.56,1222.5600000000002,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H300 2019 Dezembro,Medidor faturado pela UFSC,2019.0,Dezembro,196916.0,Araranguá,A15L279126,H300,SAMAE ARARANGUÁ,Araranguá,SAMAE Araranguá  Mato Alto,1.0,0.0,0.0,0.0,1.0,1887.0,1887.0,0.0,43.0,Lido,0,358.79,0.0,0.0,0.0,0.0,358.79,358.79,0.0
