Código,Categoria,ANO,MÊS,MATRÍCULA,DATA DE LEITURA,NÚMERO DO HIDRÔMETRO,NOMENCLATURA UFSC (H000),CONCESSIONÁRIA,CIDADE,CONTAS - LOCALIZAÇÃO,ECON.RESIDENCIAL (unidade),ECON. COMERCIAL (unidade),ECON. INDUSTRIAL (unidade),ECON. PÚBLICA (unidade),Total de Economias,Leitura Anterior ,Leitura Atual,VOLUME MENSAL CONSUMIDO (m³),VOLUME MENSAL FATURADO (m³),OCORRÊNCIAS,ANORMALIDADE,ÁGUA (R$),ESGOTO (R$),DESCONTOS (R$),OUTROS (R$),MULTAS/JUROS (R$),VALOR (R$),Verificação,Diferença
H019 2018 Março,Medidor faturado pela UFSC,2018,Março,9097821.0,2018-03-19,C11C005250,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,,1.0,,1.0,2.0,2732.0,2956.0,224.0,224.0,Lido,,2397.72,2397.72,-454.98,,19.11,4359.57,4359.569999999999,0
H020 2018 Março,Medidor faturado pela UFSC,2018,Março,2296829.0,2018-03-19,C11C009540,H020,CASAN,Florianópolis,Centro Socioeconômico,,,,1.0,1.0,21423.0,21950.0,527.0,527.0,Lido,,5404.43,5404.43,-1026.17,,50.16,9832.85,9832.85,0
H021 2018 Março,Medidor faturado pela UFSC,2018,Março,2296632.0,2018-03-19,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,,,,2.0,2.0,2865.0,2665.0,-200.0,20.0,Informado,,124.54,124.54,-25.3,,18.73,242.51,242.51,0
H023 2018 Março,Medidor faturado pela UFSC,2018,Março,2296934.0,2018-03-19,B10C010114,H023,CASAN,Florianópolis,Associação Volantes 1,,,,1.0,1.0,4574.0,4874.0,300.0,300.0,Lido,,3058.84,3058.84,-584.27,,65.13,5598.54,5598.54,0
H024 2018 Março,Medidor faturado pela UFSC,2018,Março,2296926.0,2018-03-19,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,,1.0,,1.0,2.0,264.0,270.0,6.0,20.0,Lido,,124.54,124.54,-23.97,,4.51,229.62,229.62,0
H025 2018 Março,Medidor faturado pela UFSC,2018,Março,2296900.0,2018-03-19,C11C001273,H025,CASAN,Florianópolis,CFM Bloco A,,,,1.0,1.0,11085.0,11967.0,882.0,882.0,Informado,,9072.65,9072.65,-1725.48,,113.79,16533.61,16533.61,0
H026 2018 Março,Medidor faturado pela UFSC,2018,Março,9912770.0,2018-03-19,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,,,,1.0,1.0,2358.0,2422.0,64.0,64.0,Lido,,620.25,620.25,-117.44,,2.26,1125.32,1125.32,0
H027 2018 Março,Medidor faturado pela UFSC,2018,Março,2296888.0,2018-03-19,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,,,,1.0,1.0,26674.0,27862.0,1188.0,1188.0,Médio,,12234.54,12234.54,-2349.43,,392.61,22512.26,22512.260000000002,0
H028 2018 Março,Medidor faturado pela UFSC,2018,Março,6205615.0,2018-03-19,B10C017964,H028,CASAN,Florianópolis,Nativas do Horto Botânico,,,,1.0,1.0,91.0,101.0,10.0,10.0,Informado,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H029 2018 Março,Medidor faturado pela UFSC,2018,Março,7297220.0,2018-03-12,A08X051927,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,,,,1.0,1.0,1975.0,1977.0,2.0,10.0,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H030 2018 Março,Medidor faturado pela UFSC,2018,Março,2296276.0,2018-03-12,E11C000101,H030,CASAN,Florianópolis,Moradia Estudantil,30.0,,,,30.0,27809.0,28698.0,889.0,889.0,Lido,,6252.56,6252.56,-1195.7,,147.78,11457.2,11457.2,0
H032 2018 Março,Medidor faturado pela UFSC,2018,Março,2296659.0,2018-03-19,C11C001576,H032,CASAN,Florianópolis,Biblioteca Central,,,,1.0,1.0,5399.0,5724.0,325.0,325.0,Lido,,3317.17,3317.17,-630.2,,34.44,6038.58,6038.58,0
H033 2018 Março,Medidor faturado pela UFSC,2018,Março,2296667.0,2018-03-19,B10C014063,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,,1.0,,1.0,2.0,5399.0,5589.0,190.0,190.0,Lido,,2001.09,2001.09,-378.95,,7.88,3631.11,3631.11,0
H034 2018 Março,Medidor faturado pela UFSC,2018,Março,8416621.0,2018-03-19,B10C014069,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,,,,1.0,1.0,5552.0,5776.0,224.0,224.0,Lido,,2273.53,2273.53,-432.78,,32.57,4146.85,4146.85,0
H035 2018 Março,Medidor faturado pela UFSC,2018,Março,2296845.0,2018-03-19,B10C022164,H035,CASAN,Florianópolis,CTC 2 - INEP,,,,1.0,1.0,1156.0,1194.0,38.0,38.0,Lido,,351.59,351.59,-66.66,,2.26,638.78,638.78,0
H037 2018 Março,Medidor faturado pela UFSC,2018,Março,6435548.0,2018-03-19,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,,,1.0,1.0,2.0,5785.0,5897.0,112.0,112.0,Lido,,1075.18,1075.18,-205.18,,20.98,1966.16,1966.16,0
H038 2018 Março,Medidor faturado pela UFSC,2018,Março,2296683.0,2018-03-19,B10C014806,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,,,,1.0,1.0,7463.0,7718.0,255.0,255.0,Lido,,2593.86,2593.86,-495.4,,54.65,4746.97,4746.97,0
H040 2018 Março,Medidor faturado pela UFSC,2018,Março,2296691.0,2018-03-19,C11C000642,H040,CASAN,Florianópolis,Reitoria I,,,,1.0,1.0,21494.0,21945.0,451.0,451.0,Lido,,4619.12,4619.12,-887.83,,156.83,8507.24,8507.24,0
H041 2018 Março,Medidor faturado pela UFSC,2018,Março,2296810.0,2018-03-19,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,,1.0,,1.0,2.0,10261.0,10576.0,315.0,315.0,Lido,,3459.29,3459.29,-654.23,,4.51,6268.86,6268.860000000001,0
H042 2018 Março,Medidor faturado pela UFSC,2018,Março,2296802.0,2018-03-19,C11C001909,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,,,,1.0,1.0,7376.0,7501.0,125.0,125.0,Informado,,1250.57,1250.57,-241.74,,56.9,2316.3,2316.2999999999997,0
H043 2018 Março,Medidor faturado pela UFSC,2018,Março,6816860.0,2018-03-19,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,,,,1.0,1.0,799.0,807.0,8.0,10.0,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H044 2018 Março,Medidor faturado pela UFSC,2018,Março,2296896.0,2018-03-19,C11C001908,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,,,,1.0,1.0,8342.0,8510.0,168.0,168.0,Informado,,1694.88,1694.88,-324.68,,46.04,3111.12,3111.1200000000003,0
H045 2018 Março,Medidor faturado pela UFSC,2018,Março,2296772.0,2018-03-19,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,,,,1.0,1.0,959.0,967.0,8.0,10.0,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H046 2018 Março,Medidor faturado pela UFSC,2018,Março,2296780.0,2018-03-19,B11C039161,H046,CASAN,Florianópolis,Horto Botânico,,,,1.0,1.0,2371.0,2457.0,86.0,86.0,Lido,,847.58,847.58,-161.99,,19.1,1552.27,1552.27,0
H047 2018 Março,Medidor faturado pela UFSC,2018,Março,2296837.0,2018-03-19,C11C009598,H047,CASAN,Florianópolis,Creche UFSC,,,,1.0,1.0,29867.0,30047.0,180.0,180.0,Informado,,1818.88,1818.88,-354.2,,110.42,3393.98,3393.9800000000005,0
H048 2018 Março,Medidor faturado pela UFSC,2018,Março,2296764.0,2018-03-19,C11C001910,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,,,,1.0,1.0,13880.0,14416.0,536.0,536.0,Lido,,5497.43,5497.43,-1054.44,,163.19,10103.61,10103.61,0
H049 2018 Março,Medidor faturado pela UFSC,2018,Março,9197478.0,2018-03-19,B10C019220,H049,CASAN,Florianópolis,Centro de Educação 1,,,,1.0,1.0,6256.0,7019.0,763.0,763.0,Informado,,7843.02,7843.02,-1499.94,,186.39,14372.49,14372.49,0
H050 2018 Março,Medidor faturado pela UFSC,2018,Março,2296748.0,2018-03-19,A13C020929,H050,CASAN,Florianópolis,Centro de Educação 2,,,,1.0,1.0,4553.0,4553.0,0.0,10.0,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H051 2018 Março,Medidor faturado pela UFSC,2018,Março,2296756.0,2018-03-19,A13C043944,H051,CASAN,Florianópolis,Centro de Convivência,,5.0,,1.0,6.0,539.0,547.0,8.0,60.0,Mínimo,,373.62,373.62,-71.9,,13.53,688.87,688.87,0
H053 2018 Março,Medidor faturado pela UFSC,2018,Março,2296713.0,2018-03-19,C11C010440,H053,CASAN,Florianópolis,Centro de Eventos,,,,1.0,1.0,50637.0,51316.0,679.0,679.0,Informado,,6975.05,6975.05,-1332.11,,146.35,12764.34,12764.34,0
H054 2018 Março,Medidor faturado pela UFSC,2018,Março,6923020.0,2018-03-19,B17C002561,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,,,,1.0,1.0,56.0,509.0,453.0,453.0,Lido,,4639.79,4639.79,-888.39,,121.27,8512.46,8512.460000000001,0
H055 2018 Março,Medidor faturado pela UFSC,2018,Março,2296705.0,2018-03-19,G15AA00021,H055,CASAN,Florianópolis,Centro de Desportos,,1.0,,1.0,2.0,113451.0,117529.0,4078.0,4078.0,Médio,,47356.94,,-4540.07,,686.09,43502.96,43502.96,0
H056 2018 Março,Medidor faturado pela UFSC,2018,Março,2296721.0,2018-03-19,E11C000742,H056,CASAN,Florianópolis,Restaurante Universitário 2,,1.0,,1.0,2.0,30114.0,32783.0,2669.0,2669.0,Informado,,30920.11,30920.11,-5889.4,,481.49,56432.31,56432.31,0
H057 2018 Março,Medidor faturado pela UFSC,2018,Março,2297108.0,2018-03-19,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,,,,1.0,1.0,3183.0,3236.0,53.0,53.0,Lido,,506.59,,-48.44,,5.99,464.14,464.14,0
H058 2018 Março,Medidor faturado pela UFSC,2018,Março,9611070.0,2018-03-19,C11C005856,H058,CASAN,Florianópolis,CCB MIP 2,,,,1.0,1.0,28511.0,28641.0,130.0,130.0,Informado,,1302.23,1302.23,-248.25,,22.47,2378.68,2378.68,0
H059 2018 Março,Medidor faturado pela UFSC,2018,Março,2296675.0,2018-03-19,A13C020930,H059,CASAN,Florianópolis,CTC 3,,,,1.0,1.0,1099.0,1137.0,38.0,38.0,Lido,,351.59,351.59,-67.98,,16.1,651.3,651.3,0
H060 2018 Março,Medidor faturado pela UFSC,2018,Março,5329663.0,2018-03-12,A13C021299,H060,CASAN,Florianópolis,Reitoria II,,,,1.0,1.0,2643.0,2643.0,0.0,10.0,Informado,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H061 2018 Março,Medidor faturado pela UFSC,2018,Março,2296870.0,2018-03-19,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,,1.0,,1.0,2.0,9221.0,9318.0,97.0,97.0,Lido,,920.18,920.18,-176.6,,28.46,1692.22,1692.22,0
H062 2018 Março,Medidor faturado pela UFSC,2018,Março,15023672.0,2018-03-19,C11C010415,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,,,,1.0,1.0,15773.0,16559.0,786.0,786.0,Lido,,8080.68,8080.68,-1538.39,,117.9,14740.87,14740.87,0
H072 2018 Março,Medidor faturado pela UFSC,2018,Março,2297167.0,2018-03-19,B10C017343,H072,CASAN,Florianópolis,CCA 1,,,,1.0,1.0,9759.0,10037.0,278.0,278.0,Lido,,2831.51,,-268.82,,13.1,2575.79,2575.79,0
H073 2018 Março,Medidor faturado pela UFSC,2018,Março,2297175.0,2018-03-22,A05S578217,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,,,,1.0,1.0,9042.0,9088.0,46.0,46.0,Lido,,434.26,,-41.46,,4.5,397.3,397.3,0
H074 2018 Março,Medidor faturado pela UFSC,2018,Março,2297183.0,2018-03-19,C11C010252,H074,CASAN,Florianópolis,CCA 2,,,,1.0,1.0,26064.0,26840.0,776.0,776.0,Informado,,7977.35,,-767.55,,144.84,7354.64,7354.64,0
H076 2018 Março,Medidor faturado pela UFSC,2018,Março,2297361.0,2018-03-12,A10C001421,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",,,,1.0,1.0,1549.0,1526.0,-23.0,10.0,Mínimo,,62.27,,-6.01,,1.31,57.57,57.57000000000001,0
H081 2018 Março,Medidor faturado pela UFSC,2018,Março,2295652.0,2018-03-19,A13C040670,H081,CASAN,Florianópolis,UFSC do MEC,,,,1.0,1.0,2980.0,2980.0,0.0,10.0,Informado,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H082 2018 Março,Medidor faturado pela UFSC,2018,Março,5716594.0,2018-03-19,C11C010040,H082,CASAN,Florianópolis,CCA - Tapera,,,,1.0,1.0,13686.0,14138.0,452.0,452.0,Lido,,4629.46,,-445.35,,83.28,4267.39,4267.389999999999,0
H083 2018 Março,Medidor faturado pela UFSC,2018,Março,6997937.0,2018-03-20,A16S368708,H083,CASAN,Florianópolis,Casa da Arte,,1.0,,,1.0,55.0,59.0,4.0,10.0,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H084 2018 Março,Medidor faturado pela UFSC,2018,Março,9197419.0,2018-03-19,B11C024230,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",,,,1.0,1.0,10942.0,11177.0,235.0,235.0,Lido,,2387.2,2387.2,-460.41,,97.69,4411.68,4411.679999999999,0
H085 2018 Março,Medidor faturado pela UFSC,2018,Março,12791172.0,2018-03-19,Y11C048501,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,,,,1.0,1.0,476.0,489.0,13.0,13.0,Lido,,93.27,,-9.15,,3.56,87.68,87.67999999999999,0
H086 2018 Março,Medidor faturado pela UFSC,2018,Março,12799408.0,2018-03-19,Y11C056745,H086,CASAN,Florianópolis,UFSC - Jurerê,,,,1.0,1.0,167.0,172.0,5.0,10.0,Mínimo,,62.27,,-5.98,,1.13,57.42,57.42000000000001,0
H087 2018 Março,Medidor faturado pela UFSC,2018,Março,13018540.0,2018-03-13,A06S080329,H087,CASAN,Florianópolis,UFSC-Sambaqui,,,,1.0,1.0,5731.0,5753.0,22.0,22.0,Lido,,186.27,,-17.93,,3.56,171.9,171.9,0
H088 2018 Março,Medidor faturado pela UFSC,2018,Março,2294605.0,2018-03-20,Y11C073654,H088,CASAN,Florianópolis,Casa Vida e Saúde,,,,1.0,1.0,52.0,53.0,1.0,10.0,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H089 2018 Março,Medidor faturado pela UFSC,2018,Março,2347660.0,2018-03-19,B10C016433,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",,,,1.0,1.0,21126.0,21370.0,244.0,244.0,Informado,,2480.19,2480.19,-474.45,,60.27,4546.2,4546.200000000001,0
H090 2018 Março,Medidor faturado pela UFSC,2018,Março,2347679.0,2018-03-19,A15C030480,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",,,,1.0,1.0,391.0,393.0,2.0,10.0,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H100 2018 Março,Medidor faturado pela UFSC,2018,Março,2134608.0,2018-03-20,C13S011801,H100,ÁGUAS DE JOINVILLE,Joinville,R. Pres. Prud. De Moraes - Joinville,,,,1.0,1.0,3711.0,3714.0,3.0,10.0,Mínimo,,48.35,36.68,-4.45,,10.57,91.15,91.15,0
H101 2018 Março,Medidor faturado pela UFSC,2018,Março,2141582.0,2018-03-20,Y10S819731,H101,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 108 - Joinville",,,,1.0,1.0,320.0,319.0,-1.0,10.0,Informado,,48.35,38.68,-8.38,,1.61,80.26,80.26,0
H102 2018 Março,Medidor faturado pela UFSC,2018,Março,2278022.0,2018-03-20,A150001495,H102,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (1) - Joinville,,,,1.0,1.0,3993.0,4070.0,77.0,77.0,Lido,,556.88,445.5,-47.51,,19.44,974.31,974.3100000000001,0
H104 2018 Março,Medidor faturado pela UFSC,2018,Março,7876009.0,2018-03-20,Y11G512276,H104,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 200 - Joinville",,,,1.0,1.0,1315.0,1330.0,15.0,15.0,Lido,,86.3,69.04,-7.5,,5.93,153.77,153.77,0
H105 2018 Março,Medidor faturado pela UFSC,2018,Março,8686432.0,2018-03-20,A17S007631,H105,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (2) - Joinville,,,,1.0,1.0,0.0,0.0,0.0,10.0,Mínimo,,48.35,36.68,-4.13,,3.69,84.59,84.59,0
H106 2018 Março,Medidor faturado pela UFSC,2018,Março,14948508.0,2018-03-16,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,,,,1.0,1.0,1415.0,1435.0,20.0,20.0,Lido,,165.6,,-15.94,,3.0,152.66,152.66,0
H107 2018 Março,Medidor faturado pela UFSC,2018,Março,2131650.0,2018-03-20,A12G092144,H107,ÁGUAS DE JOINVILLE,Joinville,"R. João Colin, 2728",,,,1.0,1.0,289.0,1068.0,779.0,779.0,Lido,,5885.06,4708.05,-492.66,,1.69,10102.14,10102.140000000001,0
H200 2018 Março,Medidor faturado pela UFSC,2018,Março,15431797.0,2018-03-16,B17C003784,H200,CASAN,Curitibanos,Curitibanos CEDUP,,,,1.0,1.0,346.0,468.0,122.0,122.0,Lido,,1219.57,,-116.02,,8.24,1111.79,1111.79,0
H300 2018 Março,Medidor faturado pela UFSC,2018,Março,196916.0,2018-04-01,A15L279126,H300,SAMAE Araranguá,Araranguá,Mato Alto,,,,1.0,1.0,843.0,888.0,45.0,45.0,Lido,,380.13,,,,,380.13,380.13,0
H301 2018 Março,Medidor faturado pela UFSC,2018,Março,1040430.0,,1040430122016001,H301,SAMAE Araranguá,Araranguá,Mato Alto - Campo de Futebol,,,,,0.0,530.0,534.0,4.0,10.0,,,,,,,,,0.0,0
H400 2018 Março,Medidor faturado pela UFSC,2018,Março,89548.0,2018-03-05,Y10N450699,H400,SAMAE Blumenau,Blumenau,"R. Pomerode, 710 - Blumenau",,,,1.0,1.0,2135.0,2140.0,5.0,5.0,Lido,,69.66,,,,,69.66,69.66,0
H401 2018 Março,Medidor faturado pela UFSC,2018,Março,38988.0,2018-03-15,A12S141289,H401,SAMAE Blumenau,Blumenau,"R. João Pessoa, 2746 - Blumenau",,,,1.0,1.0,2842.0,2939.0,97.0,97.0,Lido,,972.24,598.7,-56.58,,,1514.36,1514.3600000000001,0
H402 2018 Março,Medidor faturado pela UFSC,2018,Março,55308.0,2018-02-15,Y17AA0025980,H402,SAMAE Blumenau,Blumenau,"R. João Pessoa, 2514 - Blumenau",,15.0,,,,0.0,13.0,13.0,17.0,,,681.45,763.2,,530.0,,1974.65,1974.65,0
H108 2018 Março,Medidor faturado pela UFSC,2018,Março,,,A15B040774,H108,Condomínio Perini,Joinville - Perini B. P.,Bloco O,,,,1.0,1.0,,,,,,,,,,,,,0.0,0
H109 2018 Março,Medidor faturado pela UFSC,2018,Março,,,F17B900021,H109,Condomínio Perini,Joinville - Perini B. P.,R.U. Comum,,,,1.0,1.0,,,,,,,,,,,,,0.0,0
H110 2018 Março,Medidor faturado pela UFSC,2018,Março,,,F17B900028,H110,Condomínio Perini,Joinville - Perini B. P.,R.U. Cozinha,,,,1.0,1.0,,,,,,,,,,,,,0.0,0
H111 2018 Março,Medidor faturado pela UFSC,2018,Março,,,C16UB020205,H111,Condomínio Perini,Joinville - Perini B. P.,Bloco U,,,,1.0,1.0,,,,,,,,,,,,,0.0,0
